processed_text	POStags	proba	original_text
Ottawa police are confirming a shooting at the War Memorial . Minutes ago . No other info . #cbcOTT #OTTnews	^ N V V D N P D N N , N R , D A N , # #	0.9763 0.8161 0.9921 0.9973 0.9948 0.9795 0.9998 0.9992 0.6794 0.9432 0.9981 0.7676 0.8689 0.9978 0.7899 0.9673 0.9847 0.9988 0.9589 0.9887	Ottawa police are confirming a shooting at the War Memorial. Minutes ago. No other info. #cbcOTT #OTTnews                                               
I will be broadcasting tonight from #Ottawa with latest on shootings #AC360 . Live at 8pm and 11pm	O V V N N P ^ P A P N # , V P ^ & $	0.9976 0.9998 0.9993 0.7591 0.6886 0.9998 0.9975 0.9938 0.9936 0.9883 0.9949 0.4464 0.9952 0.7949 0.9950 0.5869 0.9981 0.9108	I will be broadcasting tonight from #Ottawa with latest on shootings #AC360. Live at 8pm and 11pm                                                       
Thoughts and prayer goes out to all those involved in the tragic events this morning in Ottawa .	N & N V T P X D V P D A N D N P ^ ,	0.7158 0.9962 0.9877 0.9967 0.9045 0.9985 0.5768 0.7655 0.8288 0.9805 0.9991 0.9851 0.9926 0.9800 0.9973 0.9986 0.9946 0.9969	Thoughts and prayer goes out to all those involved in the tragic events this morning in Ottawa.                                                         
active shooting in Canada , or as we call it in america , wednesday	A N P ^ , & P O V O P ^ , ^	0.9797 0.7418 0.9963 0.9996 0.9959 0.9918 0.9546 0.9991 0.9988 0.9906 0.9614 0.9923 0.9948 0.6990	active shooting in Canada, or as we call it in america, wednesday                                                                                       
Stunning photo inside caucus room during shooting http://t.co/wgGCPeYZ67 http://t.co/OpERH3GiMu	A N P N N P N U U	0.9694 0.9975 0.8883 0.8778 0.9972 0.9833 0.6043 0.9946 0.9992	Stunning photo inside caucus room during shooting http://t.co/wgGCPeYZ67 http://t.co/OpERH3GiMu                                                         
UPDATE : 2 dead in #Houston hospital shooting http://t.co/UJY1BCH4sE	N , $ A P ^ N V U	0.9721 0.9263 0.6692 0.8408 0.9914 0.8005 0.7331 0.6299 0.9975	UPDATE: 2 dead in #Houston hospital shooting http://t.co/UJY1BCH4sE                                                                                     
Surreal photo from Ottawa : doors to the Tory Caucus Room on Parliament Hill , blockaded with furniture . Wow . #cdnpoli http://t.co/iFNtavhop2	A N P ^ , N P D ^ ^ N P ^ ^ , V P N , ! , # U	0.9873 0.9978 0.9995 0.9989 0.9360 0.9911 0.9998 0.9979 0.6441 0.7483 0.6939 0.9969 0.6405 0.9868 0.9971 0.4780 0.9947 0.9602 0.9988 0.9909 0.9911 0.9377 0.9977	Surreal photo from Ottawa: doors to the Tory Caucus Room on Parliament Hill, blockaded with furniture. Wow. #cdnpoli http://t.co/iFNtavhop2             
Ottawa shootings : check out the Breaking News Handbook from @onthemedia : http://t.co/CBUZXVQBLg http://t.co/RYj8Ktquu4	^ N , V T D ^ ^ ^ P @ ~ U U	0.9802 0.9976 0.9316 0.9549 0.9218 0.9892 0.5894 0.9456 0.5049 0.9962 0.9738 0.9897 0.9933 0.9994	Ottawa shootings: check out the Breaking News Handbook from @onthemedia: http://t.co/CBUZXVQBLg http://t.co/RYj8Ktquu4                                  
This isn't my #Ottawa .	O V D ^ ,	0.5884 0.9997 0.9641 0.9428 0.9961	This isn't my #Ottawa.                                                                                                                                  
My friend's mom is in Korea right now and she met Yonghwa , shooting for his drama . Here you go . http://t.co/fWmAScCY70	D S N V P ^ R R & O V ^ , V P D N , R O V , U	0.9985 0.7569 0.9793 0.9995 0.9936 0.9992 0.8548 0.9979 0.9983 0.9976 0.9883 0.9863 0.9969 0.9288 0.9994 0.9989 0.9990 0.9991 0.9558 0.9993 0.9906 0.9944 0.9985	My friend's mom is in Korea right now and she met Yonghwa, shooting for his drama. Here you go. http://t.co/fWmAScCY70                                  
Shooting at War Memorial - part of the area has been evacuated - Avoid Rideau Center and surroundings @uOttawa Protection monitoring	V P ^ ^ , N P D N V V V , V ^ ^ & N @ N N	0.6859 0.9938 0.8423 0.9447 0.8836 0.9929 0.9995 0.9984 0.8032 0.9823 0.9843 0.9958 0.9747 0.9495 0.9503 0.9004 0.9986 0.9764 0.9964 0.9719 0.9677	Shooting at War Memorial - part of the area has been evacuated - Avoid Rideau Center and surroundings @uOttawa Protection monitoring                    
Canine unit running to Parliament Hill http://t.co/jaEeh0JIpc	A N V P ^ ^ U	0.7624 0.9988 0.9974 0.9915 0.7075 0.9918 0.9977	Canine unit running to Parliament Hill http://t.co/jaEeh0JIpc                                                                                           
Please , no partisan commentary about what’s happening in Ottawa . Leave the damned politics for another day .	V , D N N P L V P ^ , V D A N P D N ,	0.8384 0.9979 0.7067 0.8060 0.9683 0.9890 0.9796 0.9950 0.9806 0.9917 0.9938 0.9954 0.9996 0.9954 0.9984 0.9999 0.9941 0.9991 0.9989	Please, no partisan commentary about what’s happening in Ottawa. Leave the damned politics for another day.                                             
#BREAKING : PMO says PM Harper is safe and has left Parliament Hill	# , ^ V N ^ V A & V V N N	0.6765 0.8469 0.6810 0.9763 0.5275 0.8011 0.9953 0.9449 0.9970 0.9967 0.6461 0.5101 0.6746	#BREAKING: PMO says PM Harper is safe and has left Parliament Hill                                                                                      
Officer Wilson will not face any criminal charges in the #MichaelBrown shooting . He was defending himself . Be prepared people .	^ ^ V R N D A N P D ^ V , O V V O , V A N ,	0.6375 0.9994 0.9881 0.9918 0.7493 0.9663 0.9215 0.8490 0.9986 0.9950 0.7806 0.7389 0.9983 0.9957 0.9994 0.9995 0.9852 0.9976 0.9898 0.9807 0.9996 0.9984	Officer Wilson will not face any criminal charges in the #MichaelBrown shooting. He was defending himself. Be prepared people.                          
Coincidence ? Nobelist Malala Youseafzai was to receive honorary Canadian citizenship in Ottawa today http://t.co/FTqYVdDTLO	N , ^ ^ ^ V P V A A N P ^ N U	0.9415 0.9979 0.5146 0.9537 0.9651 0.9967 0.9719 0.9987 0.9581 0.3801 0.9996 0.9989 0.9904 0.9970 0.9957	Coincidence? Nobelist Malala Youseafzai was to receive honorary Canadian citizenship in Ottawa today http://t.co/FTqYVdDTLO                             
“ Stay safe Ottawa ” is a phrase that need never be uttered in a just world .	, V A ^ , V D N P V R V V P D R N ,	0.9482 0.4950 0.8150 0.9355 0.9810 0.9993 0.9982 0.9901 0.8128 0.9770 0.9906 0.9985 0.9533 0.9265 0.9415 0.9909 0.6217 0.9992	“Stay safe Ottawa” is a phrase that need never be uttered in a just world.                                                                              
Our thoughts are with Emergency Responders and bystanders in Ottawa . Please stay safe .	D N V P N N & N P ^ , V V A ,	0.9940 0.9928 0.9870 0.9967 0.4622 0.9072 0.9983 0.9714 0.9989 0.9917 0.9956 0.9444 0.9592 0.7534 0.9986	Our thoughts are with Emergency Responders and bystanders in Ottawa. Please stay safe.                                                                  
We'll never forget today & the brave men and women working hard to protect our capital ! Thank you from #Ottawa http://t.co/7nDhv6Mtym	L R V N & D A N & N V A P V D N , V O P ^ U	0.9801 0.9922 0.9959 0.9810 0.9769 0.9982 0.9991 0.9935 0.9981 0.9617 0.9988 0.7539 0.9990 0.9999 0.9964 0.9746 0.9986 0.9881 0.9993 0.9985 0.9938 0.9977	We'll never forget today &amp; the brave men and women working hard to protect our capital! Thank you from #Ottawa http://t.co/7nDhv6Mtym               
Thinking of everyone in Ottawa this morning . Thoughts and prayers are with the solider and their family . #Canada	V P N P ^ D N , N & N V P D N & D N , #	0.7109 0.9847 0.9902 0.9985 0.9927 0.9871 0.9985 0.9980 0.6978 0.9972 0.9857 0.9932 0.9994 0.9994 0.8993 0.9969 0.9817 0.9976 0.9978 0.9726	Thinking of everyone in Ottawa this morning. Thoughts and prayers are with the solider and their family. #Canada                                        
Our thoughts are with those in Ottawa today . Stay safe , everyone .	D N V P O P ^ N , V A , N ,	0.9940 0.9928 0.9870 0.9990 0.6451 0.9937 0.9885 0.9983 0.9952 0.5332 0.7603 0.9974 0.9932 0.9991	Our thoughts are with those in Ottawa today. Stay safe, everyone.                                                                                       
Days like today make us realize that hockey is only a game . #Ottawa be safe .	N P N V O V D N V R D N , ^ V A ,	0.8480 0.9131 0.9961 0.9987 0.9513 0.9958 0.4979 0.9623 0.9899 0.8251 0.9949 0.9987 0.9969 0.6197 0.9795 0.8805 0.9982	Days like today make us realize that hockey is only a game. #Ottawa be safe.                                                                            
KEY : Nothing in Wilson's story in new autopsy says he feared for his life or life of another , which is only legal justification for shooting	N , N P Z N P A N V O V P D N & N P D , O V R A N P V	0.5541 0.9825 0.9971 0.9951 0.9033 0.9952 0.9904 0.9952 0.9943 0.9938 0.9980 0.9983 0.9993 0.9993 0.9982 0.9906 0.9986 0.9994 0.8683 0.9982 0.6752 0.9987 0.8812 0.9923 0.9994 0.9995 0.8659	KEY: Nothing in Wilson's story in new autopsy says he feared for his life or life of another, which is only legal justification for shooting            
Canadians : in sadness & outrage at today's #OttawaShooting tragedy , let us be united — resolved to stand strong , together . #cdnpoli	^ , P N & N P S # N , V O V A , V P V A , R , #	0.8599 0.9761 0.9504 0.9981 0.9945 0.9835 0.9995 0.8140 0.7541 0.9940 0.9972 0.9984 0.9939 0.9874 0.8540 0.8746 0.9944 0.9924 0.9888 0.9753 0.9987 0.9156 0.9952 0.9847	Canadians: in sadness &amp; outrage at today's #OttawaShooting tragedy, let us be united—resolved to stand strong, together. #cdnpoli                   
My thoughts and prayers , and those of all Canadians , with everyone in Ottawa and the brave women and men of our armed forces today .	D N & N , & O P D ^ , P N P ^ & D A N & N P D A N N ,	0.9986 0.9914 0.9948 0.9879 0.9987 0.9994 0.6503 0.9939 0.9915 0.9148 0.9970 0.9949 0.9827 0.9985 0.9960 0.9965 0.9985 0.9989 0.9944 0.9981 0.9933 0.9983 0.9900 0.9313 0.9647 0.9974 0.9941	My thoughts and prayers, and those of all Canadians, with everyone in Ottawa and the brave women and men of our armed forces today.                     
Shooting investigation going on for more than 3 hours . Much of downtown Ottawa still in lockdown : http://t.co/alz6qu6Mca #cbcOTT #OTTnews	V N V P P A P $ N , A P A ^ R P N , U # #	0.6249 0.9901 0.9977 0.5307 0.9860 0.9756 0.9948 0.9919 0.9969 0.9984 0.5812 0.9971 0.5754 0.7242 0.9924 0.9278 0.6036 0.9045 0.9974 0.9813 0.9898	Shooting investigation going on for more than 3 hours. Much of downtown Ottawa still in lockdown: http://t.co/alz6qu6Mca #cbcOTT #OTTnews               
Passersby working on shooting victim . From the CBC's Jason Ho . #cbcOTT #OTTnews http://t.co/mskjnJAlvE	N V P N N , P D Z ^ ^ , # # U	0.8438 0.9985 0.8653 0.6426 0.9982 0.9988 0.9983 0.9951 0.9333 1.0000 0.9507 0.9894 0.9576 0.9738 0.9964	Passersby working on shooting victim. From the CBC's Jason Ho. #cbcOTT #OTTnews http://t.co/mskjnJAlvE                                                  
We are here , we have people for you to talk to , if you are scared , anxious , stressed and need someone . 613-238-3311 #Ottawa	O V R , O V N P O P V P , P O V A , A , V & V N , $ ^	0.9957 0.9991 0.9819 0.9988 0.9977 0.9967 0.9988 0.9999 0.9994 0.9858 0.9962 0.9509 0.9958 0.9979 0.9996 0.9992 0.9976 0.9973 0.9664 0.9969 0.5064 0.9963 0.9930 0.9890 0.9966 0.9840 0.6613	We are here, we have people for you to talk to, if you are scared, anxious, stressed and need someone.  613-238-3311 #Ottawa                            
My thoughts & prayers are with the families of the victims of today’s shootings in Ottawa , as well as with all Members of Parliament & staff	D N & N V P D N P D N P S N P ^ , R R R P D N P N & N	0.9986 0.9949 0.9900 0.9835 0.9932 0.9994 0.9996 0.9983 0.9994 0.9995 0.9997 0.9982 0.4845 0.9970 0.9988 0.9950 0.9957 0.6814 0.8452 0.5723 0.9984 0.9975 0.9974 0.9983 0.6452 0.9946 0.9826	My thoughts &amp; prayers are with the families of the victims of today’s shootings in Ottawa, as well as with all Members of Parliament &amp; staff    
LIVE STREAM : CBC News coverage of the #OttawaShooting http://t.co/fUmPnqI8iW Mobile : http://t.co/KF24bmAjdQ #CBCNN http://t.co/uX7JIgnoWb	A N , ^ ^ N P D ^ U ^ , U # U	0.6482 0.9892 0.8791 0.9314 0.9655 0.9962 0.9995 0.9940 0.5807 0.9955 0.7192 0.9018 0.9979 0.9362 0.9982	LIVE STREAM: CBC News coverage of the #OttawaShooting http://t.co/fUmPnqI8iW Mobile: http://t.co/KF24bmAjdQ #CBCNN http://t.co/uX7JIgnoWb               
At times like these it is important to stand together as a nation . #CanadaStrong #Ottawa Stay safe , remain vigilant ! http://t.co/UmmnJbFPVb	P N P O O V A P V R P D N , # # N A , V A , U	0.9852 0.9287 0.9632 0.6332 0.9954 0.9987 0.9941 0.9983 0.9841 0.9439 0.9540 0.9957 0.9996 0.9985 0.9468 0.6920 0.4684 0.5939 0.9966 0.9949 0.9539 0.9967 0.9958	At times like these it is important to stand together as a nation. #CanadaStrong #Ottawa Stay safe, remain vigilant! http://t.co/UmmnJbFPVb             
Dear confused right-wing friends : my article was about Monday's car incident , not the Ottawa shooting this morning https://t.co/dPCtNJW3mv	N V A N , D N V P Z N N , R D ^ V D N U	0.4603 0.6359 0.9308 0.9984 0.9518 0.9978 0.9918 0.9977 0.8419 0.8911 0.9739 0.9875 0.9988 0.9810 0.9927 0.9924 0.9381 0.9893 0.9976 0.9931	Dear confused right-wing friends: my article was about Monday's car incident, not the Ottawa shooting this morning https://t.co/dPCtNJW3mv              
Easty for me to say from where I am , but what should happen , tomorrow or when this is over , is for people to assemble on Parliament HIll …	^ P O P V P R O V , & O V V , N & R O V R , V P N P V P ^ ^ ,	0.9485 0.9993 0.9986 0.9747 0.9973 0.9936 0.9681 0.9990 0.9955 0.9983 0.9951 0.9959 0.9979 0.9996 0.9982 0.9288 0.9865 0.9824 0.9464 0.9991 0.3310 0.9973 0.9983 0.9858 0.9956 0.9991 0.9984 0.9592 0.5657 0.9298 0.8509	Easty for me to say from where I am, but what should happen, tomorrow or when this is over, is for people to assemble on Parliament HIll…               
#BREAKINGNEWS : Update - One person shot at War Memorial in Ottawa , police say http://t.co/chbTWxVN0q http://t.co/twKD3QCyTt	# , N , $ N N P ^ ^ P ^ , N V U U	0.8723 0.8168 0.9185 0.8670 0.9377 0.9685 0.9855 0.9995 0.8158 0.9034 0.9960 0.9950 0.9939 0.7497 0.8413 0.9952 0.9992	#BREAKINGNEWS: Update - One person shot at War Memorial in Ottawa, police say http://t.co/chbTWxVN0q http://t.co/twKD3QCyTt                             
Anyone with photos or videos from today's shootings , send to @RCMP_Nat_Div at this link http://t.co/srCYMTL2tX #ottawa	N P N & N P S N , V P @ P D N U #	0.9467 0.9988 0.9927 0.9903 0.9948 0.9995 0.8439 0.9974 0.9965 0.9882 0.9836 0.9962 0.9987 0.9800 0.9957 0.9946 0.9090	Anyone with photos or videos from today's shootings, send to @RCMP_Nat_Div at this link http://t.co/srCYMTL2tX #ottawa                                  
WATCH VIDEO : Ottawa shooting witness clips : http://t.co/HnxkAfJDP1	V N , ^ V N N , U	0.8983 0.9957 0.8057 0.9803 0.5520 0.8726 0.9983 0.9183 0.9968	WATCH VIDEO: Ottawa shooting witness clips: http://t.co/HnxkAfJDP1                                                                                      
Our thoughts are with everyone in Ottawa and those affected by today's events . #OttawaStrong	D N V P N P ^ & O V P S N , #	0.9940 0.9928 0.9870 0.9943 0.9827 0.9985 0.9960 0.9988 0.8443 0.9855 0.9957 0.8463 0.9950 0.9986 0.9838	Our thoughts are with everyone in Ottawa and those affected by today's events. #OttawaStrong                                                            
Ottawa , you've been on my mind all day . Keeping you in my heart . #StaySafeOttawa http://t.co/vTtraJ7dzs	^ , L V P D N D N , V O P D N , # U	0.9757 0.9970 0.9573 0.9943 0.9702 0.9948 0.9791 0.9849 0.9976 0.9990 0.9991 0.9992 0.9722 0.9988 0.9980 0.9988 0.8926 0.9981	Ottawa, you've been on my mind all day. Keeping you in my heart. #StaySafeOttawa http://t.co/vTtraJ7dzs                                                 
No matter where you are in #Ottawa , there's a 100% chance your Mom is worried . Text/email/call your family .	D N R O V P ^ , L D $ N D N V A , V D N ,	0.9116 0.9894 0.9806 0.9990 0.9996 0.9933 0.9943 0.9969 0.6183 0.9891 0.9924 0.7852 0.9379 0.9759 0.9986 0.9284 0.9977 0.8758 0.9914 0.9960 0.9972	No matter where you are in #Ottawa, there's a 100% chance your Mom is worried. Text/email/call your family.                                             
Penguins will also have the Canadian National Anthem before tonight's game . A thoughtful gesture by the Pens . Sing loud , Pittsburgh #Ottawa	^ V R V D ^ ^ N P S N , D A N P D N , V A , ^ ^	0.9566 0.9654 0.9915 0.9992 0.9996 0.8002 0.9257 0.6988 0.9527 0.9085 0.9960 0.9984 0.9795 0.9816 0.9972 0.9998 0.9993 0.6244 0.9985 0.9910 0.9592 0.9948 0.9931 0.7118	Penguins will also have the Canadian National Anthem before tonight's game. A thoughtful gesture by the Pens. Sing loud, Pittsburgh #Ottawa             
